Name,Brand,Category,Subcategory,Selling Price,MRP,Weight,Unit,Image URL,Search Keywords,Active
Kurnool Sona Masoori Rice,,,,,,,,,,
Kurnool Sona Masoori Rice,,,,,,,,,,
Kurnool Sona Masoori Rice,,,,,,,,,,
Kurnool Sona Masoori Rice,,,,,,,,,,
Kurnool Sona Masoori Rice,,,,,,,,,,
Kandi Pappu (Toor Dal),,,,,,,,,,
Kandi Pappu (Toor Dal),,,,,,,,,,
Kandi Pappu (Toor Dal),,,,,,,,,,
Kandi Pappu (Toor Dal),,,,,,,,,,
Kandi Pappu (Toor Dal),,,,,,,,,,
Pesara Pappu (Moong Dal),,,,,,,,,,
Pesara Pappu (Moong Dal),,,,,,,,,,
Pesara Pappu (Moong Dal),,,,,,,,,,
Pesara Pappu (Moong Dal),,,,,,,,,,
Pesara Pappu (Moong Dal),,,,,,,,,,
Sanaga Pappu (Chana Dal),,,,,,,,,,
Sanaga Pappu (Chana Dal),,,,,,,,,,
Sanaga Pappu (Chana Dal),,,,,,,,,,
Sanaga Pappu (Chana Dal),,,,,,,,,,
Sanaga Pappu (Chana Dal),,,,,,,,,,
Erra Pappu (Masoor Dal),,,,,,,,,,
Erra Pappu (Masoor Dal),,,,,,,,,,
Erra Pappu (Masoor Dal),,,,,,,,,,
Erra Pappu (Masoor Dal),,,,,,,,,,
Erra Pappu (Masoor Dal),,,,,,,,,,
Gundu Minapappu (Urad Dal),,,,,,,,,,
Gundu Minapappu (Urad Dal),,,,,,,,,,
Gundu Minapappu (Urad Dal),,,,,,,,,,
Gundu Minapappu (Urad Dal),,,,,,,,,,
Gundu Minapappu (Urad Dal),,,,,,,,,,
Minapappu (Urad Dal Split),,,,,,,,,,
Minapappu (Urad Dal Split),,,,,,,,,,
Minapappu (Urad Dal Split),,,,,,,,,,
Minapappu (Urad Dal Split),,,,,,,,,,
Minapappu (Urad Dal Split),,,,,,,,,,
Pottu Pesara Pappu (Green Moong Dal Split),,,,,,,,,,
Pottu Pesara Pappu (Green Moong Dal Split),,,,,,,,,,
Pottu Pesara Pappu (Green Moong Dal Split),,,,,,,,,,
Pottu Pesara Pappu (Green Moong Dal Split),,,,,,,,,,
Pottu Pesara Pappu (Green Moong Dal Split),,,,,,,,,,
Pottu Minapappu (Urad Dal Split),,,,,,,,,,
Pottu Minapappu (Urad Dal Split),,,,,,,,,,
Pottu Minapappu (Urad Dal Split),,,,,,,,,,
Pottu Minapappu (Urad Dal Split),,,,,,,,,,
Pottu Minapappu (Urad Dal Split),,,,,,,,,,
Chanagalu (Chana),,,,,,,,,,
Chanagalu (Chana),,,,,,,,,,
Chanagalu (Chana),,,,,,,,,,
Chanagalu (Chana),,,,,,,,,,
Chanagalu (Chana),,,,,,,,,,
Pesarlu (Whole Green Gram),,,,,,,,,,
Pesarlu (Whole Green Gram),,,,,,,,,,
Pesarlu (Whole Green Gram),,,,,,,,,,
Pesarlu (Whole Green Gram),,,,,,,,,,
Pesarlu (Whole Green Gram),,,,,,,,,,
Putnalu (Roasted Gram),,,,,,,,,,
Putnalu (Roasted Gram),,,,,,,,,,
Putnalu (Roasted Gram),,,,,,,,,,
Putnalu (Roasted Gram),,,,,,,,,,
Putnalu (Roasted Gram),,,,,,,,,,
Doddu Atukulu (Thick Poha),,,,,,,,,,
Doddu Atukulu (Thick Poha),,,,,,,,,,
Doddu Atukulu (Thick Poha),,,,,,,,,,
Doddu Atukulu (Thick Poha),,,,,,,,,,
Doddu Atukulu (Thick Poha),,,,,,,,,,
Sanna Atukulu (Thin Poha),,,,,,,,,,
Sanna Atukulu (Thin Poha),,,,,,,,,,
Sanna Atukulu (Thin Poha),,,,,,,,,,
Sanna Atukulu (Thin Poha),,,,,,,,,,
Sanna Atukulu (Thin Poha),,,,,,,,,,
Sugar,,,,,,,,,,
Sugar,,,,,,,,,,
Sugar,,,,,,,,,,
Sugar,,,,,,,,,,
Sugar,,,,,,,,,,
Bellam (Jaggery),,,,,,,,,,
Bellam (Jaggery),,,,,,,,,,
Bellam (Jaggery),,,,,,,,,,
Bellam (Jaggery),,,,,,,,,,
Bellam (Jaggery),,,,,,,,,,
Godhuma Pindi (Wheat Flour),,,,,,,,,,
Godhuma Pindi (Wheat Flour),,,,,,,,,,
Godhuma Pindi (Wheat Flour),,,,,,,,,,
Godhuma Pindi (Wheat Flour),,,,,,,,,,
Godhuma Pindi (Wheat Flour),,,,,,,,,,
Maida,,,,,,,,,,
Maida,,,,,,,,,,
Maida,,,,,,,,,,
Maida,,,,,,,,,,
Maida,,,,,,,,,,
Poori Pindi,,,,,,,,,,
Poori Pindi,,,,,,,,,,
Poori Pindi,,,,,,,,,,
Poori Pindi,,,,,,,,,,
Poori Pindi,,,,,,,,,,
Ragi Pindi,,,,,,,,,,
Ragi Pindi,,,,,,,,,,
Ragi Pindi,,,,,,,,,,
Ragi Pindi,,,,,,,,,,
Ragi Pindi,,,,,,,,,,
Biyyam Pindi (Rice Flour),,,,,,,,,,
Biyyam Pindi (Rice Flour),,,,,,,,,,
Biyyam Pindi (Rice Flour),,,,,,,,,,
Biyyam Pindi (Rice Flour),,,,,,,,,,
Biyyam Pindi (Rice Flour),,,,,,,,,,
Aashirvaad Atta,,,,,,,,,,
Aashirvaad Atta,,,,,,,,,,
Aashirvaad Atta,,,,,,,,,,
Aashirvaad Atta,,,,,,,,,,
Aashirvaad Atta,,,,,,,,,,
Chanaga Pindi (Besan),,,,,,,,,,
Chanaga Pindi (Besan),,,,,,,,,,
Chanaga Pindi (Besan),,,,,,,,,,
Chanaga Pindi (Besan),,,,,,,,,,
Chanaga Pindi (Besan),,,,,,,,,,
Aashirvaad Iodised Salt,,,,,,,,,,
Aashirvaad Iodised Salt,,,,,,,,,,
Aashirvaad Iodised Salt,,,,,,,,,,
Aashirvaad Iodised Salt,,,,,,,,,,
Aashirvaad Iodised Salt,,,,,,,,,,
Rock Salt,,,,,,,,,,
Rock Salt,,,,,,,,,,
Rock Salt,,,,,,,,,,
Rock Salt,,,,,,,,,,
Rock Salt,,,,,,,,,,
Palli (Peanuts),,,,,,,,,,
Palli (Peanuts),,,,,,,,,,
Palli (Peanuts),,,,,,,,,,
Palli (Peanuts),,,,,,,,,,
Palli (Peanuts),,,,,,,,,,
Bombay Rava,,,,,,,,,,
Bombay Rava,,,,,,,,,,
Bombay Rava,,,,,,,,,,
Bombay Rava,,,,,,,,,,
Bombay Rava,,,,,,,,,,
Godhuma Rava (Wheat Rava),,,,,,,,,,
Godhuma Rava (Wheat Rava),,,,,,,,,,
Godhuma Rava (Wheat Rava),,,,,,,,,,
